# Universal Data Stream pro Robota | Vytvoreno: G-Code Parser v1.0
# TYPE;X;Y;Z;A;B;C;TCP_SPEED;E_RATIO;TEMP;FAN_PCT;LAYER;FEATURE;PROGRESS
T;112.953;77.613;0.200;0.000;0.000;0.000;20.000;0.000;230;0;1;3;2
P;111.856;76.516;0.200;0.000;0.000;0.000;20.000;0.024;230;0;1;3;2
T;111.517;76.712;0.200;0.000;0.000;0.000;20.000;0.000;230;0;1;3;2
P;112.614;77.809;0.200;0.000;0.000;0.000;20.000;0.024;230;0;1;3;2
T;112.274;78.005;0.200;0.000;0.000;0.000;20.000;0.000;230;0;1;3;2
P;111.177;76.908;0.200;0.000;0.000;0.000;20.000;0.024;230;0;1;3;2
T;110.838;77.104;0.200;0.000;0.000;0.000;20.000;0.000;230;0;1;3;2
P;111.935;78.201;0.200;0.000;0.000;0.000;20.000;0.024;230;0;1;3;2
T;111.596;78.397;0.200;0.000;0.000;0.000;20.000;0.000;230;0;1;3;2
P;110.498;77.300;0.200;0.000;0.000;0.000;20.000;0.024;230;0;1;3;2
T;110.159;77.496;0.200;0.000;0.000;0.000;20.000;0.000;230;0;1;3;2
P;111.256;78.593;0.200;0.000;0.000;0.000;20.000;0.024;230;0;1;3;2
T;110.917;78.789;0.200;0.000;0.000;0.000;20.000;0.000;230;0;1;3;2
P;109.819;77.692;0.200;0.000;0.000;0.000;20.000;0.024;230;0;1;3;2
T;109.480;77.888;0.200;0.000;0.000;0.000;20.000;0.000;230;0;1;3;2
P;110.577;78.985;0.200;0.000;0.000;0.000;20.000;0.024;230;0;1;3;2
T;110.238;79.181;0.200;0.000;0.000;0.000;20.000;0.000;230;0;1;3;2
P;109.140;78.084;0.200;0.000;0.000;0.000;20.000;0.024;230;0;1;3;2
T;108.801;78.280;0.200;0.000;0.000;0.000;20.000;0.000;230;0;1;3;2
P;109.898;79.377;0.200;0.000;0.000;0.000;20.000;0.024;230;0;1;3;2
T;109.559;79.573;0.200;0.000;0.000;0.000;20.000;0.000;230;0;1;3;2
P;108.461;78.475;0.200;0.000;0.000;0.000;20.000;0.024;230;0;1;3;2
T;108.122;78.671;0.200;0.000;0.000;0.000;20.000;0.000;230;0;1;3;2
P;109.220;79.769;0.200;0.000;0.000;0.000;20.000;0.024;230;0;1;3;2
T;108.880;79.965;0.200;0.000;0.000;0.000;20.000;0.000;230;0;1;3;2
P;107.782;78.867;0.200;0.000;0.000;0.000;20.000;0.024;230;0;1;3;2
T;107.443;79.063;0.200;0.000;0.000;0.000;20.000;0.000;230;0;1;3;2
P;108.541;80.162;0.200;0.000;0.000;0.000;20.000;0.024;230;0;1;3;2
T;108.201;80.358;0.200;0.000;0.000;0.000;20.000;0.000;230;0;1;3;2
P;107.103;79.259;0.200;0.000;0.000;0.000;20.000;0.024;230;0;1;3;2
T;106.764;79.455;0.200;0.000;0.000;0.000;20.000;0.000;230;0;1;3;2
P;107.862;80.554;0.200;0.000;0.000;0.000;20.000;0.024;230;0;1;3;2
T;107.523;80.750;0.200;0.000;0.000;0.000;20.000;0.000;230;0;1;3;2
P;106.424;79.651;0.200;0.000;0.000;0.000;20.000;0.024;230;0;1;3;2
T;106.085;79.847;0.200;0.000;0.000;0.000;20.000;0.000;230;0;1;3;2
P;107.183;80.946;0.200;0.000;0.000;0.000;20.000;0.024;230;0;1;3;2
T;106.844;81.142;0.200;0.000;0.000;0.000;20.000;0.000;230;0;1;3;2
P;105.745;80.043;0.200;0.000;0.000;0.000;20.000;0.024;230;0;1;3;2
T;105.405;80.239;0.200;0.000;0.000;0.000;20.000;0.000;230;0;1;3;2
P;106.504;81.338;0.200;0.000;0.000;0.000;20.000;0.024;230;0;1;3;2
T;106.165;81.534;0.200;0.000;0.000;0.000;20.000;0.000;230;0;1;3;2
P;105.066;80.435;0.200;0.000;0.000;0.000;20.000;0.024;230;0;1;3;2
T;104.726;80.631;0.200;0.000;0.000;0.000;20.000;0.000;230;0;1;3;2
P;105.826;81.730;0.200;0.000;0.000;0.000;20.000;0.024;230;0;1;3;2
T;105.486;81.926;0.200;0.000;0.000;0.000;20.000;0.000;230;0;1;3;2
P;104.387;80.827;0.200;0.000;0.000;0.000;20.000;0.024;230;0;1;3;2
T;104.047;81.023;0.200;0.000;0.000;0.000;20.000;0.000;230;0;1;3;2
P;105.147;82.122;0.200;0.000;0.000;0.000;20.000;0.024;230;0;1;3;2
T;104.807;82.318;0.200;0.000;0.000;0.000;20.000;0.000;230;0;1;3;2
P;103.708;81.219;0.200;0.000;0.000;0.000;20.000;0.024;230;0;1;3;2
T;103.368;81.414;0.200;0.000;0.000;0.000;20.000;0.000;230;0;1;3;2
P;104.468;82.514;0.200;0.000;0.000;0.000;20.000;0.024;230;0;1;3;2
T;104.129;82.710;0.200;0.000;0.000;0.000;20.000;0.000;230;0;1;3;2
P;103.029;81.610;0.200;0.000;0.000;0.000;20.000;0.024;230;0;1;3;2
T;102.689;81.806;0.200;0.000;0.000;0.000;20.000;0.000;230;0;1;3;2
P;103.789;82.906;0.200;0.000;0.000;0.000;20.000;0.024;230;0;1;3;2
T;103.450;83.102;0.200;0.000;0.000;0.000;20.000;0.000;230;0;1;3;2
P;102.350;82.002;0.200;0.000;0.000;0.000;20.000;0.024;230;0;1;3;2
T;102.010;82.198;0.200;0.000;0.000;0.000;20.000;0.000;230;0;1;3;2
P;103.110;83.298;0.200;0.000;0.000;0.000;20.000;0.024;230;0;1;3;2
T;102.771;83.494;0.200;0.000;0.000;0.000;20.000;0.000;230;0;1;3;2
P;101.671;82.394;0.200;0.000;0.000;0.000;20.000;0.024;230;0;1;3;2
T;101.331;82.590;0.200;0.000;0.000;0.000;20.000;0.000;230;0;1;3;2
P;102.432;83.690;0.200;0.000;0.000;0.000;20.000;0.024;230;0;1;3;2
T;102.092;83.887;0.200;0.000;0.000;0.000;20.000;0.000;230;0;1;3;2
P;100.992;82.786;0.200;0.000;0.000;0.000;20.000;0.024;230;0;1;3;2
T;100.652;82.982;0.200;0.000;0.000;0.000;20.000;0.000;230;0;1;3;2
P;101.753;84.083;0.200;0.000;0.000;0.000;20.000;0.024;230;0;1;3;2
T;101.413;84.279;0.200;0.000;0.000;0.000;20.000;0.000;230;0;1;3;2
P;100.313;83.178;0.200;0.000;0.000;0.000;20.000;0.024;230;0;1;3;2
T;99.973;83.374;0.200;0.000;0.000;0.000;20.000;0.000;230;0;1;3;2
P;101.074;84.475;0.200;0.000;0.000;0.000;20.000;0.024;230;0;1;3;2
T;100.734;84.671;0.200;0.000;0.000;0.000;20.000;0.000;230;0;1;3;2
P;99.634;83.570;0.200;0.000;0.000;0.000;20.000;0.024;230;0;1;3;2
T;99.294;83.766;0.200;0.000;0.000;0.000;20.000;0.000;230;0;1;3;2
P;100.395;84.867;0.200;0.000;0.000;0.000;20.000;0.024;230;0;1;3;2
T;100.056;85.063;0.200;0.000;0.000;0.000;20.000;0.000;230;0;1;3;2
P;98.954;83.962;0.200;0.000;0.000;0.000;20.000;0.024;230;0;1;3;2
T;98.615;84.158;0.200;0.000;0.000;0.000;20.000;0.000;230;0;1;3;2
P;99.716;85.259;0.200;0.000;0.000;0.000;20.000;0.024;230;0;1;3;2
T;99.377;85.455;0.200;0.000;0.000;0.000;20.000;0.000;230;0;1;3;2
P;98.275;84.353;0.200;0.000;0.000;0.000;20.000;0.024;230;0;1;3;2
T;97.936;84.549;0.200;0.000;0.000;0.000;20.000;0.000;230;0;1;3;2
P;99.037;85.651;0.200;0.000;0.000;0.000;20.000;0.024;230;0;1;3;2
T;98.698;85.847;0.200;0.000;0.000;0.000;20.000;0.000;230;0;1;3;2
P;97.596;84.745;0.200;0.000;0.000;0.000;20.000;0.024;230;0;1;3;2
T;97.257;84.941;0.200;0.000;0.000;0.000;20.000;0.000;230;0;1;3;2
P;98.359;86.043;0.200;0.000;0.000;0.000;20.000;0.024;230;0;1;3;2
T;98.019;86.239;0.200;0.000;0.000;0.000;20.000;0.000;230;0;1;3;2
P;96.917;85.137;0.200;0.000;0.000;0.000;20.000;0.024;230;0;1;3;2
T;96.578;85.333;0.200;0.000;0.000;0.000;20.000;0.000;230;0;1;3;2
P;97.680;86.435;0.200;0.000;0.000;0.000;20.000;0.024;230;0;1;3;2
T;97.340;86.631;0.200;0.000;0.000;0.000;20.000;0.000;230;0;1;3;2
P;96.238;85.529;0.200;0.000;0.000;0.000;20.000;0.024;230;0;1;3;2
T;95.899;85.725;0.200;0.000;0.000;0.000;20.000;0.000;230;0;1;3;2
P;97.001;86.827;0.200;0.000;0.000;0.000;20.000;0.024;230;0;1;3;2
T;96.662;87.023;0.200;0.000;0.000;0.000;20.000;0.000;230;0;1;3;2
P;95.559;85.921;0.200;0.000;0.000;0.000;20.000;0.024;230;0;1;3;2
T;95.220;86.117;0.200;0.000;0.000;0.000;20.000;0.000;230;0;1;3;2
P;96.322;87.219;0.200;0.000;0.000;0.000;20.000;0.024;230;0;1;3;2
T;95.983;87.415;0.200;0.000;0.000;0.000;20.000;0.000;230;0;1;3;2
P;94.880;86.313;0.200;0.000;0.000;0.000;20.000;0.024;230;0;1;3;2
T;94.623;86.461;0.200;0.000;0.000;0.000;20.000;0.000;230;0;1;3;2
P;94.418;86.106;0.200;0.000;0.000;0.000;20.000;0.009;230;0;1;3;2
T;94.152;86.120;0.200;0.000;0.000;0.000;20.000;0.000;230;0;1;3;2
P;95.643;87.611;0.200;0.000;0.000;0.000;20.000;0.028;230;0;1;3;2
T;95.375;87.766;0.200;0.000;0.000;0.000;20.000;0.000;230;0;1;3;2
T;95.529;88.032;0.200;0.000;0.000;0.000;20.000;0.000;230;0;1;3;2
P;93.341;85.844;0.200;0.000;0.000;0.000;20.000;0.028;230;0;1;3;2
